pharmacy_key,pharmacy_name,section,area,address,phones_str,phones_json
ph_9a9199229b2d,DE SOPIM,SECTION DE KOUMASSI,KOUMASSI CARREFOUR HOPITAL DE SOWETO,KOUMASSI SOPIM,27 21 36 69 32,"[""27 21 36 69 32""]"
ph_8ed26f0dbbc2,IROKO (GDE),SECTION DE KOUMASSI,KOUMASSI CARREFOUR HOPITAL DE SOWETO,KOUMASSI REMBLAIS / LIGNE BUS 32 PRES ECOLE BAD 5,27 21 56 43 53,"[""27 21 56 43 53""]"
ph_973cc5ec8e12,ST ALBERT,SECTION DE KOUMASSI,KOUMASSI CARREFOUR HOPITAL DE SOWETO,KOUMASSI GD MARCHE / FACE EGLISE METHODISTE CITE DES GRACES,01 01 44 43 65,"[""01 01 44 43 65""]"
ph_3a56ae9ca895,STE FOI,SECTION DE KOUMASSI,KOUMASSI CARREFOUR HOPITAL DE SOWETO,KOUMASSI TERMINUS BUS 05 / FACE LYCEE MUNICIPAL,27 21 56 17 40,"[""27 21 56 17 40""]"
ph_4aacc6bb55f8,DU PONT D'ANOUMABO,SECTION DE MARCORY,ANOUMABO,SISE A MARCORY ANOUMABO A 50 M APRES LE PONT D'ANOUMABO,27 21 26 15 11 ; 07 77 83 78 57,"[""27 21 26 15 11"", ""07 77 83 78 57""]"
ph_08ae5af129ee,JEHOVA - JIRE SARL - U,SECTION DE MARCORY,ANOUMABO,MARCORY ALLIODAN CITE SETAO,27 21 53 80 53 ; 01 01 71 98 45 ; 27 21 26 51 87 ; 05 54 37 08 18,"[""27 21 53 80 53"", ""01 01 71 98 45"", ""27 21 26 51 87"", ""05 54 37 08 18""]"
ph_c0a81eeaf2dc,MISERICORDE,SECTION DE MARCORY,ANOUMABO,MARCORY ANOUMABA VERS ARTCI / AU NIVEAU DE L'INSTITUT FROEBEL,27 21 26 27 97,"[""27 21 26 27 97""]"
ph_4858f9a27fdf,ROMA D'ANOUMABO,SECTION DE MARCORY,ANOUMABO,FACE GROUPE SCOLAIRE ANOUMABO / 300 M AVANT ARTCI,27 21 28 03 80 ; 01 71 61 55 32,"[""27 21 28 03 80"", ""01 71 61 55 32""]"
ph_b5d3b437fee1,IMMACULEE,SECTION DE MARCORY,JUSTE A COTE DE REALKEBAB,MARCORY ZONE 4 C / RUE DR CALMETTE A 500M DE PRIMA CENTER ENTRE LE COLLEGE ET LES COURS SEVIGNE,01 01 30 78 84 ; 05 06 29 41 10 ; 07 78 03 23 78,"[""01 01 30 78 84"", ""05 06 29 41 10"", ""07 78 03 23 78""]"
ph_a327e9f6efe5,BETHESDA RESIDENTIELLE,SECTION DE MARCORY,MARCORY NORD,130 M DE LA CLINIQUE FARAH A 200 M DU TERMINUS 04,01 02 01 50 79,"[""01 02 01 50 79""]"
ph_be2335d19811,DE L'AMITIE,SECTION DE MARCORY,MARCORY NORD,MARCORY NOUVEAU MARCHE / BD DU CAMEROUN / BUS N° 05,27 21 39 83 81 ; 07 77 30 80 32,"[""27 21 39 83 81"", ""07 77 30 80 32""]"
ph_c226bc0faae3,DE LA PAIX,SECTION DE MARCORY,MARCORY NORD,BD DE LORAINE / FACE A LA SIB MARCORY ET STATION TEXACO,27 21 26 30 19 ; 07 08 01 83 38,"[""27 21 26 30 19"", ""07 08 01 83 38""]"
ph_4eab28320cf8,DES LAGUNES,SECTION DE MARCORY,MARCORY NORD,63 80 / RUE DE LA PAIX FACE AGIP & SUPER MARCHE TRADE CENTER FACE COMPTOIR LORRAIN D'AFRIQUE,27 21 26 12 40,"[""27 21 26 12 40""]"
ph_4d28e246a76e,DU GRAND MARCHE DE MARCORY,SECTION DE MARCORY,MARCORY NORD,,27 21 56 90 96,"[""27 21 56 90 96""]"
ph_acbb9c24647d,DU PETIT MARCHE,SECTION DE MARCORY,MARCORY NORD,"RUE DE L'EGLISE STE THERESE EN ALLANT VERS LA PMI MARCORY / 50 M DU MAQUIS ""LE VATICAN"" BUS N° 32",27 21 26 24 33,"[""27 21 26 24 33""]"
ph_1366f455850e,EBATHE,SECTION DE MARCORY,MARCORY NORD,AVENUE DE LA COTE D'IVOIRE / NON LOIN DE LA PMI DE MARCORY,27 21 56 77 15,"[""27 21 56 77 15""]"
ph_0e0db7db5d5d,ELISHAMA,SECTION DE MARCORY,MARCORY NORD,MARCORY GFCI BOULEVARD DU CAMEROUN DANS LE CENTRE COMMERCIAL,25 21 00 33 27 ; 07 78 35 03 64,"[""25 21 00 33 27"", ""07 78 35 03 64""]"
ph_16cabd688c99,LILY MARIE,SECTION DE MARCORY,MARCORY NORD,BOULEVARD DU GABON / MARCORY A COTE LA CLINIQUE LA MADONE,27 21 28 08 88 ; 07 58 47 47 47,"[""27 21 28 08 88"", ""07 58 47 47 47""]"
ph_7ad800ec5da0,STE THERESE,SECTION DE MARCORY,MARCORY NORD,AVENUE T S F,27 21 26 77 10,"[""27 21 26 77 10""]"
ph_84e23ce270d4,TIACOH,SECTION DE MARCORY,MARCORY NORD,CARREFOUR AUTOROUTE & BD DU GABON ANGLE / RUE PIERRE & MARIE CURIE,27 21 26 28 15,"[""27 21 26 28 15""]"
ph_c31fa0b10987,TSF MARCORY,SECTION DE MARCORY,MARCORY NORD,AVENUE TSF MARCORY / FACE COMMISSARIAT DU 9ème ARRONDISSEMENT,27 21 26 78 12 ; 01 51 48 75 70 ; 07 99 70 84 36,"[""27 21 26 78 12"", ""01 51 48 75 70"", ""07 99 70 84 36""]"
ph_993f585d8e90,CANAAN (NVLLE),SECTION DE MARCORY,MARCORY SUD,ZONE 4 C / 36 RUE PAUL LANGEVIN / A 500 M DE MERCEDES,27 21 25 96 76 ; 01 01 03 66 05,"[""27 21 25 96 76"", ""01 01 03 66 05""]"
ph_941fa35584d6,DE BIETRY,SECTION DE MARCORY,MARCORY SUD,24 86 56 / BD DE MARSEILLE (AVANT WAFOU) / CENTRE COMMERCIAL HOLLIDAY / IMMEUBLE SGBCI,27 21 24 86 89,"[""27 21 24 86 89""]"
ph_a3803f48aa4b,DE LA GALERIE,SECTION DE MARCORY,MARCORY SUD,BD. GISCARD D'ESTAING ANGLE RUE THOMAS EDISON (SUPER HAYAT),27 21 35 24 73,"[""27 21 35 24 73""]"
ph_5674452dba51,DU CARREFOUR,SECTION DE MARCORY,MARCORY SUD,29 70 ANGLE BD GISCARD D'ESTAING RUE CHEVALIER DU CLIEU / ZONE 4 A / FACE BICICI MARCORY,27 21 35 11 66,"[""27 21 35 11 66""]"
ph_9f0fa32ac630,KAEMILLA,SECTION DE MARCORY,MARCORY SUD,"CARREFOUR ANCIEN KOUMASSI, A COTE DE OSER, APRES LES RAILS",05 56 22 01 03,"[""05 56 22 01 03""]"
ph_67afee46b354,LANGEVIN,SECTION DE MARCORY,MARCORY SUD,MARCORY ZONE 4 A L'INTERSECTION DE LA RUE PIERRE ET MARIE CURIE ET LA RUE PAUL LANGEVIN,27 21 59 45 70 ; 07 57 38 02 08,"[""27 21 59 45 70"", ""07 57 38 02 08""]"
ph_1f4906261546,NOTRE DAME D'AFRIQUE,SECTION DE MARCORY,MARCORY SUD,37 BD DE MARSEILLE / FACE COLLEGE NOTRE DAME D'AFRIQUE,27 21 25 25 26,"[""27 21 25 25 26""]"
ph_56873a67b1b4,PIERRE & MARIE CURIE,SECTION DE MARCORY,MARCORY SUD,CENTRE COMMERCIAL FRANCISCO / A COTE DE RENAULT ET SUPER EDEN,27 21 35 80 30,"[""27 21 35 80 30""]"
ph_2b0748886271,ST ANTOINE,SECTION DE MARCORY,MARCORY SUD,"MARCORY ZONE 4 / RUE DR BLANCHARD FACE AU NOUVEAU SIEGE RMO, A 100M DE LA MOSQUEE",07 88 88 30 61 ; 07 00 00 00 81,"[""07 88 88 30 61"", ""07 00 00 00 81""]"
ph_cf74d70b5a42,STE MARIE - MAJEURE,SECTION DE MARCORY,MARCORY SUD,MARCORY ZONE 4C / RUE DU CANAL / FACE IMMEUBLE LES ELFES,27 21 25 54 07,"[""27 21 25 54 07""]"
ph_80d5123057a0,STE RUTH,SECTION DE MARCORY,MARCORY SUD,CENTRE COMMERCIAL PRIMA,27 21 35 35 15,"[""27 21 35 35 15""]"
ph_f2e94296d92c,SAINT GILBERT (GRANDE),SECTION DE PORT BOUET,ACCES PAR LA CONTRE - ALLEE,GONZAGUE TERRE ROUGE 2 A 50 METRES DE LA GARE SOTRA,07 05 99 89 89 ; 27 35 97 68 78,"[""07 05 99 89 89"", ""27 35 97 68 78""]"
ph_46577c0b0b0a,ST MICHEL ARCHANGE,SECTION DE PORT BOUET,ACCES PAR LA CONTRE - ALLEE,"PORT - BOUET / IRHO, RUE CARREFOUR MOTARD PRES DE L'EPP HOUPHOUET BOIGNY D'IRHO",07 59 52 98 74,"[""07 59 52 98 74""]"
ph_c499cf9dd191,BELLEVILLE,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,QUARTIER BELLE VILLE JEAN FOLLY / 100 M CARREFOUR PETIT MARCHE / CARREFOUR LA LOBO,07 69 00 75 85 ; 07 77 82 26 68 ; 01 51 40 11 86,"[""07 69 00 75 85"", ""07 77 82 26 68"", ""01 51 40 11 86""]"
ph_989145f89823,DES PLAGES,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,,07 58 17 15 97 ; 01 03 16 37 57,"[""07 58 17 15 97"", ""01 03 16 37 57""]"
ph_962d2c3634f7,ELOMA DE GONZAG,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,PORT BOUET GONZAGUEVILLE / EN FACE DU TERRAIN DE GONZAGUEVILLE / A 150 M DU CARREFOUR TERRE ROUGE,07 58 17 61 48 ; 05 65 23 48 23 ; 07 49 03 25 42,"[""07 58 17 61 48"", ""05 65 23 48 23"", ""07 49 03 25 42""]"
ph_6b4493f35c66,ROUTE DE BASSAM,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,PORT - BOUET JEAN FOLLY / SISE AU SEIN DU NOUVEAU MARCHE ENTRE LA RUE DU MARCHE ET LA RUE MOBIBOIS,25 20 00 26 63 ; 07 09 61 89 61 ; 01 02 03 65 99 ; 07 57 84 93 46,"[""25 20 00 26 63"", ""07 09 61 89 61"", ""01 02 03 65 99"", ""07 57 84 93 46""]"
ph_48e7cf1d1315,RUE ABRAHAM - M. KAUNAN AMEDEE,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,PORT BOUET GONZAGUEVILLE COCOTERAIE RUE ABRAHAM PRES DU MARCHE FRANÇAIS A 150 M DE LA VOIE EXPRESS,01 02 54 32 00 ; 07 67 70 70 57 ; 07 48 73 26 74,"[""01 02 54 32 00"", ""07 67 70 70 57"", ""07 48 73 26 74""]"
ph_9f092da9cbc4,SANTE POUR TOUS,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,PORT BOUET / RUE CASIER CARREFOUR BACHIROU SUR LA VOIE DE L'EGLISE CATHOLIQUE CHRIST ROI DE JEAN FOLLY,01 01 69 38 91 ; 07 08 02 47 86,"[""01 01 69 38 91"", ""07 08 02 47 86""]"
ph_545543e97d29,ST LOUIS DE GONZAG,SECTION DE PORT BOUET,ADJOUFFOU / GONZAQ / ANANI,,07 58 09 46 25 ; 01 42 50 98 55,"[""07 58 09 46 25"", ""01 42 50 98 55""]"
ph_5c173d3595b1,DE L'OCEAN,SECTION DE PORT BOUET,CENTRE,79 43 / ANGLE AV. PACIFIQUE & RUE DES ESPADONS PROLONGEMENT DE LA BOULANGERIE BOE ET DU CEG / PORT BOUET,27 21 27 78 48,"[""27 21 27 78 48""]"
ph_b80902468737,DU PHARE (NVLLE),SECTION DE PORT BOUET,CENTRE,AVENUE DES CARAIBES PRES DU PHARE / TERMINUS BUS 12,27 24 32 85 58 ; 07 58 31 85 31,"[""27 24 32 85 58"", ""07 58 31 85 31""]"
ph_a7235d09f3ae,MALON,SECTION DE PORT BOUET,CENTRE,,27 21 27 96 14 ; 07 68 26 00 40,"[""27 21 27 96 14"", ""07 68 26 00 40""]"
ph_40ea136cfac5,ST AMBROISE,SECTION DE PORT BOUET,CENTRE,,25 21 00 62 75 ; 05 66 01 99 99,"[""25 21 00 62 75"", ""05 66 01 99 99""]"
ph_8ff7933717cc,WHARF SARL,SECTION DE PORT BOUET,CENTRE,"ROUTE DE L'AEROPORT, ENTREE SIPIM, ENTRE LA SOTRA ET L'ÉGLISE CATHOLIQUE ASCENSION HOPITAL / PRES DE LA",07 57 24 12 56,"[""07 57 24 12 56""]"
ph_338743054b9d,DE PORT - BOUET,SECTION DE PORT BOUET,CITE POLICIERE ROUTE DE VRIDI,PRES DU CENTRE PILOTE DES JEUNES DE PORT BOUET,27 21 27 89 17 ; 01 40 77 08 68,"[""27 21 27 89 17"", ""01 40 77 08 68""]"
ph_e23939b118e4,DE LA BENEDICTION,SECTION DE PORT BOUET,FACE LYCEE MUNICIPAL DE GONZAG,CARREFOUR MOTAR DANS LA ZONE DU JOCKEY CLUB - GONZAGUEVILLE COCOTERAIE,01 43 20 82 14 ; 27 33 73 48 46 ; 28 33 73 48 35,"[""01 43 20 82 14"", ""27 33 73 48 46"", ""28 33 73 48 35""]"
ph_a79f299c4a43,ATLANTIQUE,SECTION DE PORT BOUET,GRANDE MOSQUEE,SOGEFIHA PRES DU MARCHE DE NUIT,27 21 27 95 00 ; 25 21 01 17 80 ; 07 12 15 00 18 ; 07 19 26 94 87,"[""27 21 27 95 00"", ""25 21 01 17 80"", ""07 12 15 00 18"", ""07 19 26 94 87""]"
ph_6c7befb9cbf0,BALTIQUE,SECTION DE PORT BOUET,GRANDE MOSQUEE,FACE A L'ABATTOIR,27 21 27 66 71,"[""27 21 27 66 71""]"
ph_73503892b5b0,CHATELET,SECTION DE PORT BOUET,PORT BOUET ADJOUFFOU / ROUTE DE BASSAM,PORT - BOUET GONZAGUE TERRE ROUGE IMMEUBLE COLONEL,07 67 97 04 67 ; 05 01 56 99 80 ; 07 77 39 66 30 ; 05 06 17 13 28,"[""07 67 97 04 67"", ""05 01 56 99 80"", ""07 77 39 66 30"", ""05 06 17 13 28""]"
ph_4580e72009ad,KOFFI KRA,SECTION DE PORT BOUET,PORT BOUET ADJOUFFOU / ROUTE DE BASSAM,GONZAG / CARREFOUR USINE I2T / ENTRE BOULANGERIE / GLACIER AMORE / 200M DE LA VOIE EXPRESS ABIDJAN GRAND - BASSAM,07 58 00 73 24 ; 07 48 64 68 36,"[""07 58 00 73 24"", ""07 48 64 68 36""]"
ph_5cf914cdbf74,DE LA CITE POLICIERE,SECTION DE PORT BOUET,PORT BOUET QUARTIER,,07 07 07 58 00,"[""07 07 07 58 00""]"
ph_c6e6f14f3fe2,DJIGUI,SECTION DE PORT BOUET,PORT BOUET SOGEFIHA FACE AU STADE SENI FOFANA,FACE NOUVEAU MARCHE 30 M DU COMMISSARIAT / ANGLE AVENUE ATLANTIQUE ET AV. PACIFIQUE,27 21 27 75 86,"[""27 21 27 75 86""]"
ph_3833f99c0914,EPIPHANIE,SECTION DE PORT BOUET,VRIDI,VRIDI CITE FACE SALLE POLYVALENTE / GENDARMERIE,27 21 27 00 23,"[""27 21 27 00 23""]"
ph_8e603d8fc3a5,VRIDI - SIR,SECTION DE PORT BOUET,VRIDI,VRIDI CITE / ENTRE LA CITE POLICIERE ET L'HOPITAL MUNICIPAL DE VRIDI CITE,27 21 27 02 60 ; 01 41 85 46 28,"[""27 21 27 02 60"", ""01 41 85 46 28""]"
ph_0db55652de9a,VRIDI - VILLAGE,SECTION DE PORT BOUET,VRIDI,VRIDI CANAL / ZONE DU ROND POINT TERMINUS BUS 19 / NON LOIN DE LA SIR,27 21 39 13 70 ; 27 21 27 58 60,"[""27 21 39 13 70"", ""27 21 27 58 60""]"
ph_6b9e72073c2e,VRIDI PALM - BEACH,SECTION DE PORT BOUET,VRIDI,VRIDI BD PETIT - BASSAM / SIR / CARREFOUR VRIDI CITE,27 21 27 52 04 ; 07 59 06 47 49,"[""27 21 27 52 04"", ""07 59 06 47 49""]"
ph_f2c5b1366da1,DES QUAIS (NLLE),SECTION DE TREICHVILLE,ACCES PAR LA CONTRE - ALLEE,,27 21 24 04 94,"[""27 21 24 04 94""]"
ph_7e93007a7f99,LA VIE ZOE (EX PALAIS DE LA CULTURE),SECTION DE TREICHVILLE,ACCES PAR LA CONTRE - ALLEE,AVENUE 2 BARREE,07 48 01 04 23,"[""07 48 01 04 23""]"
ph_72850dcb7d7b,DES 3 MOSQUEES,SECTION DE TREICHVILLE,DE GRAND BASSAM,DANS L'AVENUE 8 RUE 22 BARREE A 300 M DE LA STATION SHELL IMMEUBLE NANAN YAMOUSSOU RUE 38,27 21 24 21 96,"[""27 21 24 21 96""]"
ph_89934b2ab6f9,DES BRASSEURS,SECTION DE TREICHVILLE,DE GRAND BASSAM,FACE AU CHU DE TREICHVILLE / ENTRE STATION BP ET IMPRIMERIE ABIDJAN CONTINU / I RUE DES BRASSEURS,27 21 25 17 25,"[""27 21 25 17 25""]"
ph_6f7a0e0e7df4,STE JEANNE,SECTION DE TREICHVILLE,DE GRAND BASSAM,ENTREE MARCHE DE BELLEVILLE / FACE STATION PETRO IVOIRE,27 21 24 57 41,"[""27 21 24 57 41""]"
ph_808f95923cee,DU LEVANT,SECTION DE TREICHVILLE,FACE LYCEE MUNICIPAL DE GONZAG,TREICHVILLE AVENUE 19 RUE 13 / DERRIERE CHAWARMA TALAAT,27 21 52 89 53 ; 07 06 99 19 91,"[""27 21 52 89 53"", ""07 06 99 19 91""]"
ph_4549ecea48d5,LA GRACE (NLLE),SECTION DE TREICHVILLE,FACE LYCEE MUNICIPAL DE GONZAG,RUE 12 AVENUE 14,01 01 62 83 29 ; 27 21 52 27 47,"[""01 01 62 83 29"", ""27 21 52 27 47""]"
ph_5ad091fab067,STE ADELE,SECTION DE TREICHVILLE,FACE LYCEE MUNICIPAL DE GONZAG,TREICHVILLE FACADE ARRIERE DU MARCHE DE BELLEVILLE / COTE FRIPERIE NON LOIN DU SUPER MARCHE BONPRIX,27 21 25 47 00 ; 05 84 04 44 46,"[""27 21 25 47 00"", ""05 84 04 44 46""]"
ph_f1a1977f6c2c,DU GRAND MARCHE,SECTION DE TREICHVILLE,PORT BOUET ADJOUFFOU / ROUTE DE BASSAM,ANGLE RUE 13 / AVENUE 8 PLACE DE L'ANCIEN MARCHE,27 21 24 00 72,"[""27 21 24 00 72""]"
ph_c52a3713a071,MEROUANE,SECTION DE TREICHVILLE,PORT BOUET ADJOUFFOU / ROUTE DE BASSAM,,27 21 24 09 29,"[""27 21 24 09 29""]"
ph_2b64008bf07a,ROCHE,SECTION DE TREICHVILLE,PORT BOUET ADJOUFFOU / ROUTE DE BASSAM,TREICHVILLE AUX FEUX DE LA GARE DE BASSAM / IMMEUBLE ROCHE,27 21 53 89 96 ; 07 10 00 71 71 ; 01 51 53 66 66,"[""27 21 53 89 96"", ""07 10 00 71 71"", ""01 51 53 66 66""]"
ph_2a447beecdea,DE L'ENTENTE,SECTION DE TREICHVILLE,TREICHVILLE ZONE PORTUAIRE / GRAND MOULIN,,27 21 25 26 95 ; 07 97 60 60 37,"[""27 21 25 26 95"", ""07 97 60 60 37""]"
ph_42206feb95d0,CHENAIN,SECTION DE YOPOUGON,ABOBODOUME / LOCODJORO,JERUSALEM / ROUTE ABOBODOUME / 200 M DE L'HOTEL GRAN - MAXIME,27 23 50 13 78 ; 07 58 49 96 75 ; 01 60 67 42 45,"[""27 23 50 13 78"", ""07 58 49 96 75"", ""01 60 67 42 45""]"
ph_2b23f8142e7d,D'ABOBODOUME,SECTION DE YOPOUGON,ABOBODOUME / LOCODJORO,FACE NOUVEAU LYCEE MUNICIPAL D'ATTECOUBE / PRES DE LA FORMATION SANITAIRE M. FAITAI ABOBODOUME,27 21 32 39 90 ; 01 71 28 85 72 ; 07 58 48 07 89,"[""27 21 32 39 90"", ""01 71 28 85 72"", ""07 58 48 07 89""]"
ph_91fa4110ee95,DE LOCODJORO SARL,SECTION DE YOPOUGON,ABOBODOUME / LOCODJORO,,01 02 25 21 31,"[""01 02 25 21 31""]"
ph_e6cff5e76cb6,NOTRE DAME DES VICTOIRES,SECTION DE YOPOUGON,ABOBODOUME / LOCODJORO,ATTECOUBE MOSSIKRO / A 200 M DU CARREFOUR LOCODJORO,07 57 27 04 45 ; 07 78 97 32 75,"[""07 57 27 04 45"", ""07 78 97 32 75""]"
ph_d78beacaea2c,STE ADELE,SECTION DE YOPOUGON,ABOBODOUME / LOCODJORO,ABOBODOUME SORTIE DU QUAI DES BATEAUX BUS SOTRA ET STL,07 58 84 51 25 ; 05 44 71 21 31 ; 01 01 02 67 68,"[""07 58 84 51 25"", ""05 44 71 21 31"", ""01 01 02 67 68""]"
ph_e015bb8c78e4,MARIAMA D'ALLOKOI,SECTION DE YOPOUGON,ALLOKOI PK 23,AUTOROUTE DU NORD FACE A LA NOUVELLE ZONE INDUSTRIELLE DE YOPOUGON,07 98 69 13 55 ; 05 74 69 22 25,"[""07 98 69 13 55"", ""05 74 69 22 25""]"
ph_2bf7721224fd,ST AUBIN D'AGBAYATE,SECTION DE YOPOUGON,APRES LE MARCHE EN ALLANT VERS ABOBODOUME,"YOPOUGON AGBAYATE QUARTIER JERUSALEM, CARREFOUR MOSQUEE BLANCHE EN FACE DE LA STATION NP",05 46 05 34 36,"[""05 46 05 34 36""]"
ph_57df352280fc,MICHEL ARCHANGE,SECTION DE YOPOUGON,BASE CIE / ENTREE FACE STATION PETRO IVOIRE,,27 23 46 28 14 ; 07 47 55 74 02,"[""27 23 46 28 14"", ""07 47 55 74 02""]"
ph_0c04b25bd2a4,NIANGON LOKOA,SECTION DE YOPOUGON,BASE CIE / ENTREE FACE STATION PETRO IVOIRE,YOPOUGON NIANGON LOKOA / SITUE APRES LE LYCEE EHIVET GBAGBO,27 23 45 07 80 ; 01 01 25 91 24,"[""27 23 45 07 80"", ""01 01 25 91 24""]"
ph_64c92a071aeb,MERE DE GRACES,SECTION DE YOPOUGON,CARREFOUR DES GBAKAS,27 / / / BANCO NORD SUR L'AXE INSTITUT DES AVEUGLES - S.I BETON,23 22 85 02 ; 05 56 00 43 54 ; 07 20 60 35 60,"[""23 22 85 02"", ""05 56 00 43 54"", ""07 20 60 35 60""]"
ph_4a01b96197b2,ST ETIENNE (NOUVELLE),SECTION DE YOPOUGON,EN ALLANT VERS TOITS - ROUGES,ATTECOUBE / ABOBODOUME CARREFOUR PINASSES EN FACE DE LA GARE LAGUNAIRE AQUALINES,01 01 13 24 13 ; 07 69 50 19 69,"[""01 01 13 24 13"", ""07 69 50 19 69""]"
ph_25748940692a,CARREFOUR KOWEIT,SECTION DE YOPOUGON,EPP BANCO IIX,,27 23 45 84 07,"[""27 23 45 84 07""]"
ph_60a772622147,NIKIBEL,SECTION DE YOPOUGON,EPP BANCO IIX,YOPOUGON SOPIM / ANCIEN BEL AIR AVANT CARREFOUR COLLEGE ST LOUIS ZONE DU MARCHE GFCI FACE MAQUIS LE « PITCH »,01 02 21 77 27 ; 07 58 49 96 92 ; 25 23 00 14 67,"[""01 02 21 77 27"", ""07 58 49 96 92"", ""25 23 00 14 67""]"
ph_31eb4cba4966,YACINE,SECTION DE YOPOUGON,EPP BANCO IIX,YOPOUGON TOIT ROUGE APRES LA POSTE / SUR VOIE ALLANT A LA LONACI ET AU COLLEGE OFFOUMOU YAPO,07 89 84 49 82 ; 01 41 00 02 43,"[""07 89 84 49 82"", ""01 41 00 02 43""]"
ph_08e6c5e08086,D'ANDOKOI,SECTION DE YOPOUGON,FACE STATION PETRO IVOIRE,YOPOUGON ANDOKOI 1ER PONT A DROITE / ENTRE CENTRE IVOIRE COUTURE ET COLLEGE MODERNE (EX CEG),27 23 50 95 02 ; 01 01 47 51 83,"[""27 23 50 95 02"", ""01 01 47 51 83""]"
ph_82d1621f0080,DU 16EME (GRDE),SECTION DE YOPOUGON,FACE STATION PETRO IVOIRE,,07 79 44 55 03 ; 27 24 38 17 60,"[""07 79 44 55 03"", ""27 24 38 17 60""]"
ph_381ee6915ff0,LAGOMA,SECTION DE YOPOUGON,NIANGON SUD A GAUCHE / TERMINUS BUS 27,,27 23 52 70 70 ; 07 07 05 57 93 ; 01 02 10 85 75,"[""27 23 52 70 70"", ""07 07 05 57 93"", ""01 02 10 85 75""]"
ph_21e423c0e12b,INOX,SECTION DE YOPOUGON,NOUVELLE SGBCI,YOPOUGON ROUTE DE DABOU CARREFOUR CITE VERTE NON LOIN DU MARCHE DJEDJE BAGNON,05 04 09 99 82,"[""05 04 09 99 82""]"
ph_e7bfbc525024,MAMY ADJOUA,SECTION DE YOPOUGON,NOUVELLE SGBCI,,07 58 17 62 26,"[""07 58 17 62 26""]"
ph_361f5862d839,IKHLAS,SECTION DE YOPOUGON,QUARTIER MICAO APRES LE PARKING DE CARGILL,YOPOUGON GESCO DERRIERE LA MANUTENTION AFRICAINE,07 78 38 87 17,"[""07 78 38 87 17""]"
ph_f33ea7fab5fb,LA VIE,SECTION DE YOPOUGON,SECTEUR 13,,27 24 34 22 26 ; 07 58 17 29 19 ; 01 03 05 28 70,"[""27 24 34 22 26"", ""07 58 17 29 19"", ""01 03 05 28 70""]"
ph_86330bdc5fae,ANADOR,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON MAROC AU NIVEAU DU CARREFOUR ANADOR / FACE MAQUIS « O BAOULE »,07 09 59 02 14 ; 01 01 35 08 36,"[""07 09 59 02 14"", ""01 01 35 08 36""]"
ph_c36f1ff27d00,ANANERAIE,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,ANCIENNE ROUTE DE DABOU / CARREFOUR OASIS / PRES DE LA MOSQUEE ANANERAIE,27 23 50 87 32 ; 07 48 82 56 06 ; 01 41 43 61 89,"[""27 23 50 87 32"", ""07 48 82 56 06"", ""01 41 43 61 89""]"
ph_88d6499b02cf,CARREFOUR GHANDI,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON QUARTIER KOWEIT / CARREFOUR GANDHI PRES GROUPE SCOLAIRE GANDHI,27 23 52 74 43 ; 01 40 95 40 69,"[""27 23 52 74 43"", ""01 40 95 40 69""]"
ph_b6476c41a585,DE SION,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON QUARTIER SIDECI TERMINUS 42 A 100 M D'IGES,07 59 97 73 72 ; 01 02 73 33 34,"[""07 59 97 73 72"", ""01 02 73 33 34""]"
ph_8c8e98422637,DU CENACLE M. BROU ARSENE,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON ZONE CHU / 3EME PONT / A 100 M DE LA CITE POLICIERE EN CONSTRUCTION,27 23 52 23 23 ; 07 09 76 67 67 ; 01 02 56 55 80 ; 06 06 19 15 44,"[""27 23 52 23 23"", ""07 09 76 67 67"", ""01 02 56 55 80"", ""06 06 19 15 44""]"
ph_8c6cce91ed4a,DU NOUVEAU MARCHE DE PORT - BOUET II (EX VALORS),SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON FACE DU NOUVEAU MARCHE DE PORT BOUET II,05 86 79 60 39,"[""05 86 79 60 39""]"
ph_975cf792965a,ESPERANCE,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,04 37 82 / NIANGON SUD A DROITE / CARREFOUR LOKOA / ROUTE ACADEMY DE LA MER TERMINUS BUS 39,27 23 46 94 23,"[""27 23 46 94 23""]"
